1.75	O persoană taie o roșie.	O persoană taie niște carne.	A person is slicing a tomato.	A person is slicing some meat.	2.591676115989685	1.9655659794807434
5.0	O persoană taie o ceapă.	O persoană taie o ceapă.	A person cuts an onion.	A person is cutting an onion.	4.593304395675659	4.595482349395752
1.0	Un bărbat cântă la pian.	O femeie cântă la vioară.	A man is playing the piano.	A woman is playing the violin.	1.8498769402503967	1.0725726187229156
1.0	O femeie cântă la flaut.	Un bărbat cântă la chitară.	A woman is playing the flute.	A man is playing the guitar.	1.82388037443161	0.3129063919186592
2.375	Un bărbat tăie un cartof.	Un bărbat taie morcovi.	A man is cutting up a potato.	A man is cutting up carrots.	1.7160820960998535	2.239387035369873
3.8	Un copil cântă la chitară.	Un băiat cântă la o chitară.	A kid is playing guitar.	A boy is playing a guitar.	3.914363980293274	3.711349070072174
3.2	Un băiat cântă la chitară.	Un bărbat cântă la o chitară.	A boy is playing guitar.	A man is playing a guitar.	4.386552274227142	2.747156023979187
3.2	Un bărbat cântă la chitară.	Un băiat cântă la o chitară.	A man is playing guitar.	A boy is playing a guitar.	4.424278736114502	2.8935861587524414
4.4	Un băiețel cântă la clape.	Un băiat cântă la clape.	A little boy is playing a keyboard.	A boy is playing key board.	3.1782859563827515	4.185440242290497
3.75	Un bărbat cântă la o chitară.	Un bărbat cântă la o chitară electrică.	A man is playing a guitar.	A man is playing an electric guitar.	4.717746675014496	3.8314014673233032
4.75	Un câine linge un bebeluș.	Un câine linge un bebeluș.	A dog licks a baby.	A dog is licking a baby.	4.632493555545807	4.403440952301025
3.2	O femeie feliază o ceapă.	Un bărbat tăie o ceapă.	A woman is slicing an onion.	A man is cutting and onion.	3.798255622386933	3.6342838406562805
1.556	Un bărbat cântă la chitară.	Un bărbat cântă la tobe.	A man is playing the guitar.	A man is playing the drums.	2.181898355484009	2.5948330760002136
3.938	O femeie feliază un ardei.	O femeie taie un ardei roșu.	A woman is slicing a pepper.	A woman is cutting a red pepper.	4.577615261077881	4.254676699638367
5.0	Un bărbat cântă la tobe.	Un bărbat cântă la tobă.	A man is playing the drums.	A man plays the drum.	4.76671427488327	3.4353676438331604
5.0	O femeie călărește un cal.	O femeie călărește un cal.	A woman rides a horse.	A woman is riding a horse.	4.822740852832794	4.546496272087097
4.0	Un bărbat mănâncă o banană lângă un copac.	Un bărbat mănâncă o banană.	A man is eating a banana by a tree.	A man is eating a banana.	4.7045207023620605	3.8469520211219788
1.6	O pisică se joacă la tastatură.	Un bărbat cântă la două orgi.	A cat is playing a key board.	A man is playing two keyboards.	1.8878252804279327	0.4579203575849533
4.75	Un bărbat taie un copac cu un topor.	Un bărbat a tăiat un copac cu un topor.	A man chops down a tree with an axe.	A man cut a tree with an axe.	4.711282253265381	4.442022740840912
3.5	Un copil se joacă cu un telefon de jucărie.	Un băiețel se joacă cu un telefon de jucărie.	A kid plays with a toy phone.	A little boy plays with a toy phone.	4.24401193857193	4.185100197792053
1.4	Un bărbat merge cu motocicleta.	Un bărbat călărește un cal.	A man is riding a motorcycle.	A man is riding a horse.	2.532750964164734	1.1292912065982819
1.4	Un bărbat merge cu motocicleta.	Un bărbat călărește un cal.	A man is riding a motorcycle.	A man is riding a horse.	2.523367404937744	1.1427565664052963
4.0	O veveriță se învârte în cerc.	O veveriță aleargă în cerc.	A squirrel is spinning around in circles.	A squirrel runs around in circles.	4.670449495315552	3.5653749108314514
5.0	Un bărbat și o femeie se sărută.	Un bărbat și o femeie se sărută.	A man and a woman are kissing.	A man and woman kiss.	3.409106433391571	4.48438823223114
3.833	Un bărbat urcă într-o mașină.	Un bărbat urcă într-o mașină într-un garaj.	A man is getting into a car.	A man is getting into a car in a garage.	4.022718369960785	3.9413493871688843
0.6	Un bărbat dansează.	Un bărbat vorbește.	A man is dancing.	A man is talking.	1.419527232646942	0.15398483723402023
2.917	Un bărbat cântă la chitară și voce.	Un bărbat cântă la chitară.	A man is playing the guitar and singing.	A man is playing the guitar.	4.644039869308472	3.933427333831787
4.2	O persoană taie ciuperci.	O persoană taie ciuperci cu un cuțit.	A person is cutting mushrooms.	A person is cutting mushrooms with a knife.	4.537695646286011	4.385165274143219
2.0	Un pui de tigru scoate un sunet.	Un tigru se plimba împrejur.	A tiger cub is making a sound.	A tiger is walking around.	2.8747516870498657	2.124495506286621
2.6	O persoană feliază niște cepe.	O persoană curăță o ceapă.	A person is slicing onions.	A person is peeling an onion.	3.5652926564216614	2.7648425102233887
1.6	Un bărbat cântă la pian.	Un bărbat cântă la trompetă.	A man is playing the piano.	A man is playing the trumpet.	0.8688856661319733	1.5323734283447266
2.0	O femeie curăță un cartof.	O femeie descojește un măr.	A woman is peeling a potato.	A woman is peeling an apple.	2.6686647534370422	1.4763075113296509
4.2	Un panda mănâncă bambus.	Un urs panda mănâncă niște bambus.	A pankda is eating bamboo.	A panda bear is eating some bamboo.	4.409023225307465	4.191112518310547
2.0	O persoană curăță o ceapă.	O persoană curăță o vânătă.	A person is peeling an onion.	A person is peeling an eggplant.	2.123904526233673	2.4324053525924683
4.8	O maimuță împinge o altă maimuță.	Maimuța a împins-o pe cealaltă maimuță.	A monkey pushes another monkey.	The monkey pushed the other monkey.	4.470148980617523	3.8367682695388794
4.4	O veveriță aleargă în cerc.	O veveriță se mișcă în cerc.	A squirrel runs around in circles.	A squirrel is moving in circles.	4.696517288684845	4.159518182277679
5.0	Un bărbat își leagă șireturile.	Un bărbat își leagă șireturile.	A man is tying his shoe.	A man ties his shoe.	3.5106414556503296	4.565552473068237
3.0	Un băiat cântă la pian și voce.	Un băiat cântă la pian.	A boy is singing and playing the piano.	A boy is playing the piano.	4.716915786266327	4.259066581726074
4.25	Un câine mănâncă pepene verde.	Un câine mănâncă o bucată de pepene verde.	A dog is eating water melon.	A dog is eating a piece of watermelon.	3.241209387779236	4.391945004463196
4.25	O femeie toacă brocoli.	O femeie toacă brocoli cu un cuțit.	A woman is chopping broccoli.	A woman is chopping broccoli with a knife.	3.7154966592788696	4.171151518821716
3.8	Un bărbat curăță un cartof.	Un bărbat a curățat un cartof.	A man is peeling a potato.	A man peeled a potatoe.	3.9223632216453552	4.466177523136139
2.4	O femeie cântă la o chitară.	Un bărbat cântă la o chitară.	A woman is playing a guitar.	A man plays a guitar.	4.561532437801361	2.734282612800598
1.6	O femeie taie roșii.	Un bărbat taie ceapa.	A woman is slicing tomato.	A man is slicing onion.	2.7651959657669067	2.0614826679229736
2.0	Un bărbat înoată sub apă.	O femeie înoată sub apă.	A man swims underwater.	A woman is swimming underwater.	4.587104618549347	3.285002112388611
1.6	Un bărbat și o femeie vorbesc.	Un bărbat și o femeie mănâncă.	A man and woman are talking.	A man and woman is eating.	2.091439813375473	1.1685830354690552
4.0	Un câine mic aleargă după o minge de yoga.	Un câine aleargă după o minge.	A small dog is chasing a yoga ball.	A dog is chasing a ball.	3.988526165485382	3.7752917408943176
2.2	Bărbații joacă cricket.	Bărbații joacă baschet.	The men are playing cricket.	The men are playing basketball.	2.383742332458496	2.980438768863678
4.4	Un bărbat pleacă pe motocicletă.	Un bărbat merge pe motocicletă.	A man rides off on a motorcycle.	A man is riding on a motorcycle.	4.672691226005554	4.469196796417236
3.6	Un bărbat cântă la o chitară.	Un bărbat cântă la chitară și voce.	A man is playing a guitar.	A man is singing and playing a guitar.	4.731216430664063	3.827733099460602
3.6	Bărbatul a vorbit la telefon.	Bărbatul vorbește la telefon.	The man talked on the telephone.	The man is talking on the phone.	3.827024102210999	4.287630021572113
0.5	Un bărbat pescuiește.	Un bărbat face mișcare.	A man is fishing.	A man is exercising.	1.4649589359760284	0.44366106390953064
0.8	Un bărbat levitează.	Un bărbat vorbește.	A man is levitating.	A man is talking.	1.4185571670532229	0.47941580414772034
0.6	Doi băieți conduc.	Doi băieți dansează.	Two boys are driving.	Two bays are dancing.	1.6617290675640106	0.6201000511646271
2.6	Un bărbat călărește un cal.	O fată călărește un cal.	A man is riding on a horse.	A girl is riding a horse.	4.727970063686371	3.843030631542206
2.0	Un bărbat merge cu bicicleta.	O maimuță merge cu bicicleta.	A man is riding a bicycle.	A monkey is riding a bike.	3.156385123729706	2.147267162799835
2.2	Un bărbat feliază cartofi.	O femeie curăță cartofi.	A man is slicing potatoes.	A woman is peeling potato.	4.255613386631012	2.599543035030365
2.4	O femeie curăță un cartof.	Un bărbat feliază cartofi.	A woman is peeling a potato.	A man is slicing potato.	4.4572508335113525	2.2222505509853363
3.6	Un bărbat cântă la o chitară.	Cineva cântă la chitară.	A man is playing a guitar.	Someoen is playing guitar.	4.133497476577759	3.4276995062828064
2.2	O femeie feliază un praz.	O femeie taie ghimbir.	A woman is slicing a leek.	A woman is slicing ginger.	1.6431450843811035	2.1240948140621185
4.8	Omul a tăiat o farfurie de carton.	Un bărbat taie o farfurie de carton.	The man cut a paper plate.	A man is cutting a paper plate.	3.99828851222992	4.173342287540436
1.643	Bărbatul cântă la chitară.	Un bărbat cântă la flaut.	The man is playing the guitar.	A man is playing the flute.	1.5147344768047333	2.040823847055435
1.75	Un bărbat cântă la pian.	Bărbatul cântă la vioară.	A man is playing the piano.	The man is playing the violin.	1.621592789888382	2.153833359479904
2.25	O femeie toacă niște carne.	O femeie pregătește niște carne.	A woman is slicing up some meat.	A woman is breading some meat.	3.671303689479828	2.5618278980255127
4.0	Un bărbat cântă la clape.	Un bărbat cântă la un pian electric.	A man is playing on his keyboard.	A man is playing a keyboard piano.	4.029623568058014	3.073704242706299
4.8	Doamna a tocat cepele verzi.	Doamna a tăiat o ceapă verde.	The lady chopped up the green onions.	The lady cut up a green onion.	4.324870407581329	4.105412065982819
3.2	Cineva pune tăiței în apă.	O femeie fierbe tăiței în apă.	Someone is sitring noodles in water.	A woman is boiling noodles in water.	4.484602510929108	3.6130505800247192
4.0	Lionel Richie dansează pe tavan.	Lionel Ritchie dansează în picioare pe tavan.	Lionel Richie is dancing on the ceiling.	Lionel Ritchie dances while standing on the ceiling.	3.4443968534469604	3.6648598313331604
4.4	Un bărbat cântă la un pian.	O persoană cântă la pian.	A man is playing a piano.	A person is playing the piano.	4.659470021724701	3.5309618711471558
4.6	O femeie cântă la flaut.	O femeie cântă la un flaut.	A woman is playing flute.	A woman plays on a flute.	4.791550934314728	4.348577857017517
3.8	Un băiat verifică un calendar.	Un băiat se uită la un calendar.	A boy is checking a calender.	A boy is looking at a calendar.	2.644382417201996	3.5801663994789124
4.8	O femeie taie o ceapă.	O femeie toacă niște ceapă.	A woman is cutting an onion.	A woman is chopping onions.	3.4524130821228027	4.120489954948425
4.857	Un bărbat cântă la chitară.	Un bărbat cântă la o chitară.	A man is playing guitar.	A man plays a guitar.	4.8802250623703	4.293703138828278
5.0	O femeie folosește o mașină de cusut.	O femeie coase la o mașină.	A woman is using a sewing machine.	A woman is sewing on a machine.	4.755779206752777	4.068375527858734
2.533	O femeie întoarce clătite.	Un bucătar din desene animate întoarce clătite.	A woman is flipping pancakes.	A cartoon chef is flipping pancakes.	4.218076467514038	2.104848027229309
1.0	Un bărbat aleargă pe drum.	O mașină circulă pe drum.	A man is running on the road.	A car is driving down the road.	1.834087371826172	1.333492398262024
1.0	Un bărbat merge călare pe un cal.	Un bărbat vorbește la un telefon.	A man is riding on a horse.	A man is talking on a phone.	0.6570632755756378	0.4131792485713959
2.0	Un bărbat merge cu o bicicleta.	Un bărbat merge călare pe un cal.	A man is riding a bike.	A man is riding on a horse.	2.445022761821747	1.8547077476978302
0.143	O femeie dansează.	Un bărbat mănâncă.	A woman is dancing.	A man is eating.	0.2264432236552238	-0.2444314956665039
2.0	Un bărbat cântă la pian.	Un bărbat cântă la un flaut.	A man is playing a piano.	A man is playing a flute.	1.7155362665653229	2.0587413012981415
1.6	Un bărbat cântă la un flaut.	Un bărbat cântă la un pian.	A man is playing a flute.	A man is playing a piano.	1.7144304513931274	1.2935525178909302
1.6	Un bărbat se învârte.	Un bărbat dansează.	A man is spinning.	A man is dancing.	1.3201028108596802	0.9753867238759995
3.4	O maimuță se leagănă de pe un picior pe altul.	O maimuță se leagănă din copac în copac.	A monkey is swinging from limb to limb.	A monkey is swinging from tree to tree.	3.323313891887665	3.607836961746216
4.0	Oamenii au coborât din tren.	Oamenii au coborât din tren la gară.	The people got off the train.	The people got off the train at the station.	4.703317284584045	4.235658943653107
4.8	Un câine sare pe o trambulină.	Un câine face salturi pe o trambulină.	A dog is jumping on a trampoline.	A dog bounces on a trampoline.	4.212417304515839	4.04478520154953
2.5	Un băiat cântă la un instrument.	Un bărbat cântă la o trompetă.	A boy is playing an instrument.	A man is playing a trumpet.	1.3486416637897491	2.772756516933441
1.75	O femeie cântă la chitară.	Un bărbat cântă la chitară și voce.	A woman plays the guitar.	A man sings and plays the guitar.	4.414296448230743	1.68820321559906
1.0	O femeie alege o conservă.	O femeie feliază o roșie.	A woman is picking a can.	A woman is slicing a tomato.	1.9554567337036133	0.99740169942379
5.0	Un bărbat se urcă pe o frânghie.	Un bărbat se urcă pe o frânghie.	A man is climbing a rope.	A man climbs up a rope.	4.835275113582611	4.512643218040466
1.4	Un bărbat ridică o mașină.	Un bărbat escaladează un perete.	A man is lifting a car.	A man is climbing a wall.	0.7289675623178482	0.9657153487205505
4.0	Un bărbat și o femeie merg pe stradă într-o mașină de teren.	Un bărbat și o femeie conduc pe drum într-o decapotabilă.	A man and woman are driving down the street in a jeep.	A man and woman are driving down the road in an open air vehicle.	2.80121386051178	3.50577712059021
3.8	Bărbatul fără cămașă s-a așezat pe un scaun.	Un bărbat fără cămașă stă pe un scaun.	The shirtless man sat in a chair.	A shirtless man is sitting on a chair.	4.806698262691498	3.8314107060432434
4.0	Două femei se luptă.	Două femei se luptă pe podea.	Two women are wrestling.	Two women are wrestling on the floor.	3.642183542251587	3.594661056995392
4.0	Cățelușul s-a jucat cu o minge albastră de tenis.	Un cățeluș se joacă cu o minge de tenis.	The puppy played with a blue tennis ball.	A puppy is playing with a tennis ball.	4.768712818622589	3.8568907976150513
4.8	Un cangur mănâncă ceva.	Un cangur mănâncă.	A kangroo is eating something.	A kangaroo is eating.	3.5800260305404663	4.283101856708527
0.6	O pisică cântă la un pian.	Un bărbat cântă la o chitară.	A cat is playing a piano.	A man is playing a guitar.	2.4829988181591034	0.4950268939137459
4.75	Bărbatul a tăiat o bucată de covor cu un cuțit.	Un bărbat tăie un covor cu un cuțit.	The man cut some carpet with a knife.	A man is cutting carpet with a knife.	4.749774634838104	4.3980443477630615
2.2	O femeie merge pe drum pe un scuter cu motor.	Un bărbat merge pe un scuter cu motor.	A woman is riding a motorized scooter down a road.	A man is riding a motor scooter.	4.201442301273346	2.833642065525055
3.0	Cineva feliază o legumă.	Cineva feliază o roșie.	someone is slicing a vegetable.	Someone is slicing a tomato.	2.568973004817962	1.9303052127361298
0.0	O femeie dansează.	Un bărbat vorbește.	A woman is dancing.	A man is talking.	1.1541474610567093	-0.2976554445922375
2.2	Un câine linge saliva unui bebeluș.	Un câine linge un bebeluș.	A dog licks up a baby's drool.	A dog licks a baby.	4.3297237157821655	3.4827610850334167
0.4	Un bărbat vâslește o barcă.	Un bărbat feliază o roșie.	A man is rowing a boat.	A man is slicing a tomato.	1.1562823504209518	0.2856496721506119
4.8	Un bărbat tăie cartofi.	Un bărbat feliază cartofi.	A man cuts up potatos.	A man slices potatoes.	1.7474785447120669	4.116762578487396
4.8	O femeie toacă usturoi.	Femeia taie usturoi în cuburi.	A woman is chopping up garlic.	The woman is dicing garlic.	4.23233836889267	4.13631945848465
3.8	Un animal aleargă în cerc.	O veveriță aleargă în cerc.	An animal run in circles.	A squirrel runs in circles.	2.7385473251342773	3.572043478488922
3.0	Un bărbat trece încet peste un pod de frânghii.	Un băiat trece peste un pod.	A man is walking slowly across a rope bridge.	A boy is walking across a bridge.	2.9809054732322693	3.208456337451935
4.0	Un bărbat cântă la chitară.	Un bărbat așezat într-o cameră cântă la chitară.	A man is playing the guitar.	A man seated in a room is playing the guitar.	4.40193772315979	3.6770546436309814
5.0	Un bărbat cântă la flaut.	Un bărbat cântă la un flaut.	A man plays the flute.	A man is playing a flute.	4.751442074775696	4.439899027347565
3.8	O femeie sparge două ouă într-un bol de sticlă.	O femeie sparge un ou într-un bol.	A woman cracks two eggs into a glass bowl.	A woman is cracking an egg into a bowl.	4.55214649438858	3.885057270526886
3.0	Un bărbat taie un pește.	Un bărbat spintecă un pește.	A man is cutting a fish.	A man guts a fish.	3.815374076366425	3.120262920856476
4.4	Doi bărbați pun valize în portbagajul unei mașini.	Bărbații pun valize în portbagajul mașinii.	Two men are packing suitcases into the trunk of a car.	The men are putting suitcases into the car's trunk.	4.532720148563385	4.210487008094788
3.8	Un bărbat toarnă ulei pe niște roșii.	Bărbatul a turnat ulei pe roșiile tăiate.	A man pours oil on some tomatos.	The man poured oil on the cut tomatoes.	4.695222973823547	4.041998982429504
3.0	Un bărbat feliază ceva.	Un bărbat feliază o chiflă.	A man is slicing something.	A man is slicing a bun.	2.409040927886963	2.601027488708496
0.667	Un bărbat vâslește cu o canoe.	Un bărbat cântă la o harpă.	A man is paddling a canoe.	A man is playing a harp.	0.6520513445138931	0.48590485006570816
4.0	Un bărbat și o femeie se plimbă împreună prin pădure.	Un bărbat și o femeie merg braț la braț printr-o zonă împădurită.	A man and woman are walking together through the woods.	A man and woman are walking arm in arm through a wooded area.	3.5953733325004578	3.7669947743415833
3.75	Femeia a ridicat cangurul.	O femeie ridică un pui de cangur.	The woman picked up the kangaroo.	A woman picks up a baby kangaroo.	3.575560450553894	3.54281485080719
4.133	Peștii înoată.	Un pește înoată.	Fish are swimming.	A fish is swimming.	4.875685572624207	3.839157521724701
4.0	Două femei amestecă ceva într-un robot de bucătărie.	Două femei fac ceva într-un blender.	Two women mix something in a food processor.	Two women make something in a blender.	3.757495284080506	3.6472782492637634
3.6	O persoană face surf pe un val mare.	O persoană face surf.	A person is surfing a large wave.	A person is surfing.	4.167665243148804	3.721570074558258
1.2	Un bărbat cântă la o chitară.	Un bărbat înjunghie o țintă.	A man is playing a guitar.	A man is stabbing a target.	2.148463726043701	1.312161237001419
1.6	Un bărbat cântă la flaut într-o trupă.	Un bărbat cântă la o chitară.	A man is playing a flute in a band.	A man is playing a guitar.	1.5677329897880554	2.212231755256653
4.0	Bărbatul a întins unt pe felia de pâine.	Un bărbat unge unt pe pâine.	The man spread butter on the loaf of bread.	A man is spreading butter onto bread.	4.7509267926216125	4.077969193458557
4.0	O persoană fierbe tăiței.	O femeie fierbe tăiței în apă.	A person is boiling noodles.	A woman is boiling noodles in water.	4.277267754077911	4.205524921417236
3.2	Un grup de oameni dansează pe un deal.	Un grup de oameni dansează.	A group of people dance on a hill.	A group of people are dancing.	2.941683828830719	3.212015926837921
1.0	Un bărbat dansează afară.	Un bărbat cântă la flaut.	A man is dancing outside.	A man is playing flute.	1.7748810350894928	0.9656979143619537
1.0	O femeie hrănește un bărbat.	O femeie amestecă carne.	A woman is feeding a man.	A woman is mixing meat.	2.478080242872238	0.7122239470481873
0.6	Un bărbat pune o tigaie într-un cuptor.	O femeie taie o ceapă.	A man is putting a pan into an oven.	A woman is cutting an onion.	0.113918986171484	1.0364744067192078
0.4	O femeie stă la un birou.	O femeie călărește pe un măgar.	A woman is sitting at a desk.	A woman is riding a donkey.	1.0306032001972198	0.39160512387752533
3.4	Medicii transportă un pacient pe o targă.	Un medic grăbește un pacient pe o targă.	Medics transport a patient on a stretcher.	A doctor rushes a patient on a stretcher.	4.194233417510986	3.9134177565574646
3.6	O femeie cântă la un flaut pe scenă.	Femeia cântă la flaut.	A woman is playing a flute on stage.	The woman is playing the flute.	4.599766433238983	4.011357128620148
3.0	Doi pui de panda se joacă.	Doui urși panda stau întinși unul lângă altul.	Two baby pandas are playing.	Two pandas are laying together.	3.006454110145569	2.725730538368225
4.0	Un bebeluș râde.	Un bebeluș râde și chicotește.	A baby is laughing.	A baby is laughing and giggling.	4.618858993053436	4.116726219654083
1.2	Un bărbat cântă la o chitară.	Un băiat cântă la un pian.	A man is playing a guitar.	A boy is playing a piano.	2.439325898885727	1.3426792621612549
0.6	Un bărbat împăturește hârtie.	O femeie taie un ardei.	A man is folding paper.	A woman is slicing a pepper.	1.4585275948047638	0.33203553408384323
1.6	Trei femei dansează.	Bărbatul dansează.	Three women are dancing.	The man is dancing.	1.212264820933342	2.430630922317505
2.6	Pisicile se joacă între ele.	Două pisici se luptă între ele.	The cats are playing with each other.	Two cats are fighting each other.	4.557516872882843	3.124247193336487
3.6	O persoană scrie.	O persoană scrie cu un creion.	A person is writing.	A person is writing with a pencil.	3.452846109867096	3.0333703756332397
3.5	Un bărbat aleargă.	Un bărbat aleargă pe un drum.	A man is running.	A man is running down a road.	3.945442736148834	4.228475987911224
3.765	Femeia rulează aluat.	O femeie pune făină și rulează aluat.	The woman is rolling dough.	A woman is flouring and rolling dough.	4.6793970465660095	3.8448798656463623
2.75	O femeie adaugă condimente pe o carne.	Femeia adaugă zahăr în carne.	A woman is adding spices on a meat.	Woman is adding sugar to meat.	3.3384153246879578	2.215390205383301
